Experiment,Dataset,Detector,Metric,Value,Source_File
E1_Baseline,PartialSpoof_eval,CFPRF,utt_eer,0.05879590494952196,results/e1_baseline/results.json:cfprf.utt_eer
E1_Baseline,PartialSpoof_eval,CFPRF,utt_eer_threshold,0.7196543216705322,results/e1_baseline/results.json:cfprf.utt_eer_threshold
E1_Baseline,PartialSpoof_eval,CFPRF,seg_eer_20ms,0.07699134402460485,results/e1_baseline/results.json:cfprf.seg_eer_20ms
E1_Baseline,PartialSpoof_eval,CFPRF,seg_eer_40ms,0.09066552125944533,results/e1_baseline/results.json:cfprf.seg_eer_40ms
E1_Baseline,PartialSpoof_eval,CFPRF,seg_eer_80ms,0.1377641640092196,results/e1_baseline/results.json:cfprf.seg_eer_80ms
E1_Baseline,PartialSpoof_eval,CFPRF,seg_eer_160ms,0.21040162674531673,results/e1_baseline/results.json:cfprf.seg_eer_160ms
E1_Baseline,PartialSpoof_eval,CFPRF,seg_eer_320ms,0.3012623523381532,results/e1_baseline/results.json:cfprf.seg_eer_320ms
E1_Baseline,PartialSpoof_eval,CFPRF,seg_eer_640ms,0.3818181818181819,results/e1_baseline/results.json:cfprf.seg_eer_640ms
E1_Baseline,PartialSpoof_eval,CFPRF,seg_f1_20ms,0.8961209472343494,results/e1_baseline/results.json:cfprf.seg_f1_20ms
E1_Baseline,PartialSpoof_eval,BAM,utt_eer,0.00535362073828966,results/e1_baseline/results.json:bam.utt_eer
